# name: US-counties-internet
# source: https://raw.githubusercontent.com/eepsmedia/eeps-data-zoo/main/cages/US-counties-internet.csv
# importDate: 2026-01-29T15:54:27.920Z
# description: internet access in US Counties, probably 2023 
# attribute -- name: NAME, description: county or region name, type: categorical, editable: true
# attribute -- name: population, type: numeric, editable: true
# attribute -- name: median_income, type: numeric, editable: true
# attribute -- name: with_internet, description: percent of households with internet, type: numeric, editable: true
# attribute -- name: type, description: urban or rural...note that "mostly urban" means that most of the _people_ live in cities, editable: true
NAME,population,median_income,with_internet,type
"Bedford, Pennsylvania",48611,49146,74.4434279,Mostly Rural
"Berks, Pennsylvania",416642,61522,83.5952016,Mostly Urban
"Blair, Pennsylvania",123842,47969,78.527845,Mostly Urban
"Bradford, Pennsylvania",61304,51457,79.6308238,Mostly Rural
"Bucks, Pennsylvania",626370,86055,89.9272484,Mostly Urban
"Butler, Pennsylvania",186566,68472,86.2368835,Mostly Urban
"Cambria, Pennsylvania",134550,45901,77.1397884,Mostly Urban
"Cameron, Pennsylvania",4686,41485,75,Mostly Urban
"Carbon, Pennsylvania",63931,53624,80.8966937,Mostly Urban
"Centre, Pennsylvania",161443,58055,88.5767079,Mostly Urban
"Chester, Pennsylvania",517156,96726,90.1055952,Mostly Urban
"Clarion, Pennsylvania",38827,45625,79.9102629,Mostly Rural
"Clearfield, Pennsylvania",80216,47270,75.4250534,Mostly Rural
"Clinton, Pennsylvania",39074,49234,80.0664677,Mostly Urban
"Columbia, Pennsylvania",66220,49889,79.2528779,Mostly Urban
"Crawford, Pennsylvania",86164,49144,79.1043071,Mostly Rural
"Cumberland, Pennsylvania",247433,68895,86.6399668,Mostly Urban
"Dauphin, Pennsylvania",274515,58916,83.0853121,Mostly Urban
"Delaware, Pennsylvania",563527,71539,86.7755142,Mostly Urban
"Elk, Pennsylvania",30608,51112,80.5274277,Mostly Rural
"Erie, Pennsylvania",275972,49716,82.7914584,Mostly Urban
"Fayette, Pennsylvania",132289,44476,75.4673369,Mostly Urban
"Forest, Pennsylvania",7351,38383,72.4708768,Rural
"Franklin, Pennsylvania",153751,59713,80.941704,Mostly Urban
"Fulton, Pennsylvania",14506,51259,74.1008403,Rural
"Greene, Pennsylvania",37144,54121,79.8465977,Mostly Rural
"Huntingdon, Pennsylvania",45421,48597,77.302475,Mostly Rural
"Indiana, Pennsylvania",85755,46877,76.1094063,Mostly Rural
"Jefferson, Pennsylvania",44084,46818,74.8551313,Mostly Rural
"Juniata, Pennsylvania",24562,52765,74.766057,Mostly Rural
"Lackawanna, Pennsylvania",211454,50875,79.1441566,Mostly Urban
"Lancaster, Pennsylvania",538347,63823,81.9499822,Mostly Urban
"Lawrence, Pennsylvania",87382,48860,78.491885,Mostly Urban
"Lebanon, Pennsylvania",138674,59114,81.5243708,Mostly Urban
"Lehigh, Pennsylvania",362613,62178,84.8436323,Mostly Urban
"Luzerne, Pennsylvania",317884,51646,78.2662002,Mostly Urban
"Lycoming, Pennsylvania",114859,52407,81.3016101,Mostly Urban
"McKean, Pennsylvania",41806,46953,78.5077756,Mostly Rural
"Mercer, Pennsylvania",112630,48768,79.7796993,Mostly Urban
"Mifflin, Pennsylvania",46362,47526,70.5719074,Mostly Rural
"Monroe, Pennsylvania",167586,63931,85.5522283,Mostly Urban
"Montgomery, Pennsylvania",821301,88166,90.4130926,Mostly Urban
"Montour, Pennsylvania",18294,57183,79.056402,Mostly Rural
"Northampton, Pennsylvania",301778,67565,84.6078354,Mostly Urban
"Northumberland, Pennsylvania",92325,47063,73.686497,Mostly Urban
"Perry, Pennsylvania",45924,62266,80.3161793,Mostly Rural
"Philadelphia, Pennsylvania",1575522,43744,78.2296924,Mostly Urban
"Pike, Pennsylvania",55498,64247,88.8345297,Mostly Rural
"Potter, Pennsylvania",16937,42821,78.7367776,Rural
"Schuylkill, Pennsylvania",143555,49190,77.4709278,Mostly Urban
"Snyder, Pennsylvania",40466,57638,76.3047024,Mostly Rural
"Somerset, Pennsylvania",74949,48224,73.7511781,Mostly Rural
"Sullivan, Pennsylvania",6177,47346,77.9125322,Rural
"Susquehanna, Pennsylvania",41340,53059,82.0026518,Mostly Rural
"Tioga, Pennsylvania",41226,50667,80.0222524,Mostly Rural
"Union, Pennsylvania",45114,56026,77.4950811,Mostly Urban
"Venango, Pennsylvania",52376,47982,78.4576774,Mostly Rural
"Warren, Pennsylvania",40035,48409,79.1803279,Mostly Rural
"Washington, Pennsylvania",207547,61567,82.7598098,Mostly Urban
"Wayne, Pennsylvania",51536,54851,81.6212178,Mostly Rural
"Westmoreland, Pennsylvania",354751,58866,81.6351828,Mostly Urban
"Wyoming, Pennsylvania",27588,59308,84.8757418,Mostly Rural
"York, Pennsylvania",444014,63902,82.4893135,Mostly Urban
"Bristol, Rhode Island",48900,75578,86.2885491,Mostly Urban
"Kent, Rhode Island",163861,70223,87.9098688,Mostly Urban
"Newport, Rhode Island",83075,77237,88.0796206,Mostly Urban
"Providence, Rhode Island",634533,55233,82.127547,Mostly Urban
"Washington, Rhode Island",126242,81301,90.2058602,Mostly Urban
"Abbeville, South Carolina",24657,36685,71.2109995,Mostly Rural
"Aiken, South Carolina",166926,50036,79.3689102,Mostly Urban
"Allendale, South Carolina",9214,24560,60.5970149,Mostly Rural
"Anderson, South Carolina",195995,47906,78.1344608,Mostly Urban
"Bamberg, South Carolina",14600,32229,64.9575802,Mostly Rural
"Barnwell, South Carolina",21577,36566,65.950036,Mostly Rural
"Beaufort, South Carolina",182658,63110,88.0153526,Mostly Urban
"Berkeley, South Carolina",209065,59995,84.2988883,Mostly Urban
"Calhoun, South Carolina",14713,44534,71.0668191,Rural
"Charleston, South Carolina",394708,61028,84.8487366,Mostly Urban
"Cherokee, South Carolina",56711,35836,68.001767,Mostly Rural
"Chester, South Carolina",32326,40080,62.6515699,Mostly Rural
"Chesterfield, South Carolina",46024,40033,68.5153251,Mostly Rural
"Clarendon, South Carolina",34017,37525,68.8076836,Mostly Rural
"Colleton, South Carolina",37568,36276,81.0168372,Mostly Rural
"Darlington, South Carolina",67253,36254,70.2880566,Mostly Rural
"Dillon, South Carolina",30871,29362,58.7618527,Mostly Rural
"Dorchester, South Carolina",155474,61698,84.5478377,Mostly Urban
"Edgefield, South Carolina",26769,49200,66.4901247,Mostly Rural
"Fairfield, South Carolina",22712,36294,59.7393919,Mostly Rural
"Florence, South Carolina",138561,45479,75.0417859,Mostly Urban
"Georgetown, South Carolina",61605,48071,77.8782207,Mostly Urban
"Greenville, South Carolina",498402,56789,82.5319277,Mostly Urban
"Greenwood, South Carolina",70264,40982,74.2014923,Mostly Urban
"Hampton, South Carolina",19807,32453,70.2339688,Mostly Rural
"Horry, South Carolina",320915,48279,85.8748231,Mostly Urban
"Jasper, South Carolina",27900,41930,67.4413945,Mostly Rural
"Kershaw, South Carolina",64361,49392,73.623807,Mostly Rural
"Lancaster, South Carolina",89546,55223,80.7305712,Mostly Rural
"Laurens, South Carolina",66710,41578,72.9121507,Mostly Rural
"Lee, South Carolina",17606,31651,60.0597766,Mostly Rural
"Lexington, South Carolina",286316,59593,83.6237811,Mostly Urban
"McCormick, South Carolina",9606,42262,71.5906226,Rural
"Marion, South Carolina",31562,33046,56.5522621,Mostly Rural
"Marlboro, South Carolina",27131,34203,61.7174457,Mostly Rural
"Newberry, South Carolina",38068,42765,67.226722,Mostly Rural
"Oconee, South Carolina",76696,46056,76.346722,Mostly Rural
"Orangeburg, South Carolina",88454,36188,69.0347631,Mostly Rural
"Pickens, South Carolina",122746,47024,78.678628,Mostly Urban
"Richland, South Carolina",408263,53922,82.9138641,Mostly Urban
"Saluda, South Carolina",20299,44486,67.3692969,Mostly Rural
"Spartanburg, South Carolina",302195,50179,80.3899163,Mostly Urban
"Sumter, South Carolina",106995,43792,77.4120621,Mostly Urban
"Union, South Carolina",27644,40120,65.7137907,Mostly Rural
"Williamsburg, South Carolina",31794,32351,59.5036661,Mostly Rural
"York, South Carolina",258641,62431,87.6389384,Mostly Urban
"Aurora, South Dakota",2759,59293,75.3660637,Rural
"Beadle, South Dakota",18374,51700,75.0836551,Mostly Urban
"Bennett, South Dakota",3437,48348,73.9086294,Rural
"Bon Homme, South Dakota",6969,54450,73.2649842,Rural
"Brookings, South Dakota",34239,56370,87.4099029,Mostly Urban
"Brown, South Dakota",38840,56455,82.1181414,Mostly Urban
"Brule, South Dakota",5256,50839,75.9567762,Rural
"Buffalo, South Dakota",2053,32500,62.9432624,Rural
"Butte, South Dakota",10177,44387,78.6740067,Mostly Urban
"Campbell, South Dakota",1435,52500,72.3404255,Rural
"Charles Mix, South Dakota",9344,46389,69.9427481,Rural
"Clark, South Dakota",3673,47798,74.3489583,Rural
"Clay, South Dakota",13925,43189,90.4078116,Mostly Urban
"Codington, South Dakota",27993,54774,83.6144981,Mostly Urban
"Corson, South Dakota",4168,35441,55.9021922,Rural
"Custer, South Dakota",8573,55472,83.1514844,Rural
"Davison, South Dakota",19901,47772,84.885461,Mostly Urban
"Day, South Dakota",5506,44145,72.7587534,Rural
"Deuel, South Dakota",4306,57930,80.9894386,Rural
"Dewey, South Dakota",5779,43954,55.8488302,Mostly Rural
"Douglas, South Dakota",2930,57419,74,Rural
"Edmunds, South Dakota",3940,68551,79.7184901,Rural
"Fall River, South Dakota",6774,50837,79.4485412,Mostly Rural
"Faulk, South Dakota",2322,53889,72.5055432,Rural
"Grant, South Dakota",7217,62532,83.8729763,Mostly Rural
"Gregory, South Dakota",4201,44479,72.7913279,Rural
"Haakon, South Dakota",2082,37420,65.4565457,Rural
"Hamlin, South Dakota",6000,65050,78.2844244,Rural
"Hand, South Dakota",3301,52438,78.3267457,Rural
"Hanson, South Dakota",3397,63036,85.0327409,Rural
"Harding, South Dakota",1311,57365,87.7737226,Rural
"Hughes, South Dakota",17617,63564,82.2569862,Mostly Urban
"Hutchinson, South Dakota",7315,54868,73.3752621,Rural
"Hyde, South Dakota",1331,54891,78.4280936,Rural
"Jackson, South Dakota",3287,33438,56.2217195,Rural
"Jerauld, South Dakota",2029,49519,79.825518,Rural
"Jones, South Dakota",735,41103,78.1637717,Rural
"Kingsbury, South Dakota",4967,59375,76.4372822,Rural
"Lake, South Dakota",12574,59232,85.3048128,Mostly Urban
"Lawrence, South Dakota",25234,52245,84.5763019,Mostly Urban
"Lincoln, South Dakota",54914,81422,91.7020835,Mostly Urban
"Lyman, South Dakota",3869,53263,72.9344729,Rural
"McCook, South Dakota",5511,62234,81.9375283,Rural
"McPherson, South Dakota",2364,43804,70.8498024,Rural
"Marshall, South Dakota",4895,63594,79.5918367,Rural
"Meade, South Dakota",27424,59218,85.9145894,Mostly Urban
"Mellette, South Dakota",2055,31222,44.760479,Rural
"Miner, South Dakota",2229,51394,80.3699897,Rural
"Minnehaha, South Dakota",186749,60028,86.0837586,Mostly Urban
"Moody, South Dakota",6506,58167,81.0318665,Rural
"Oglala Lakota, South Dakota",14335,30347,52.3758865,Mostly Rural
"Pennington, South Dakota",109294,55024,85.288316,Mostly Urban
"Perkins, South Dakota",2907,56850,78.4435798,Rural
"Potter, South Dakota",2326,53600,81.4629259,Rural
"Roberts, South Dakota",10285,50495,75.5491632,Rural
"Sanborn, South Dakota",2388,54899,83.1588963,Rural
"Spink, South Dakota",6543,52729,80.7590133,Rural
"Stanley, South Dakota",2997,71763,83.4651899,Mostly Urban
"Sully, South Dakota",1331,64028,81.3051146,Rural
"Todd, South Dakota",10146,24257,49.3155753,Rural
"Tripp, South Dakota",5468,51027,74.3142145,Mostly Urban
"Turner, South Dakota",8264,55380,76.8876081,Rural
"Union, South Dakota",15177,69563,84.7593997,Mostly Rural
"Walworth, South Dakota",5510,52123,70.9059233,Mostly Urban
"Yankton, South Dakota",22717,54694,82.0066246,Mostly Urban
"Ziebach, South Dakota",2814,37143,52.8225806,Mostly Rural
"Anderson, Tennessee",75775,49376,79.1785585,Mostly Urban
"Bedford, Tennessee",47558,48945,77.9410023,Mostly Rural
"Benton, Tennessee",16112,33125,65.694076,Mostly Rural
"Bledsoe, Tennessee",14602,42889,70.039151,Rural
"Blount, Tennessee",128443,54140,79.6267868,Mostly Urban
"Bradley, Tennessee",104557,48140,79.2419679,Mostly Urban
"Campbell, Tennessee",39687,38170,62.1568142,Mostly Rural
"Cannon, Tennessee",13976,49523,71.7032469,Mostly Rural
"Carroll, Tennessee",28018,40810,70.5387814,Mostly Rural
"Carter, Tennessee",56391,36589,69.8567432,Mostly Urban
"Cheatham, Tennessee",39929,58641,81.5141787,Mostly Rural
"Chester, Tennessee",17150,45667,73.9845586,Mostly Rural
"Claiborne, Tennessee",31613,36077,63.491464,Mostly Rural
"Clay, Tennessee",7686,31487,61.9602899,Rural
"Cocke, Tennessee",35336,33614,65.5666032,Mostly Rural
"Coffee, Tennessee",54531,47998,76.4773883,Mostly Urban
"Crockett, Tennessee",14499,42047,72.4648547,Mostly Rural
"Cumberland, Tennessee",58634,43893,79.062611,Mostly Rural
"Davidson, Tennessee",684017,56507,86.5960425,Mostly Urban
"Decatur, Tennessee",11683,40233,67.8563703,Rural
"DeKalb, Tennessee",19601,44134,73.3805262,Mostly Rural
"Dickson, Tennessee",51988,50549,73.9013595,Mostly Rural
"Dyer, Tennessee",37576,43762,78.6627141,Mostly Urban
"Fayette, Tennessee",39692,59017,74.5944192,Mostly Rural
"Fentress, Tennessee",17994,35084,67.2295016,Rural
"Franklin, Tennessee",41512,49038,76.6051975,Mostly Rural
"Gibson, Tennessee",49175,41886,75.5449201,Mostly Urban
"Giles, Tennessee",29167,47528,71.3117606,Mostly Rural
"Grainger, Tennessee",23013,42997,77.246312,Rural
"Greene, Tennessee",68669,40138,73.2271326,Mostly Rural
"Grundy, Tennessee",13331,36987,66.1016949,Rural
"Hamblen, Tennessee",63740,42589,75.5028471,Mostly Urban
"Hamilton, Tennessee",357546,53035,80.9390304,Mostly Urban
"Hancock, Tennessee",6585,28990,52.5809897,Rural
"Hardeman, Tennessee",25562,38651,63.6690244,Mostly Rural
"Hardin, Tennessee",25771,39798,71.208727,Mostly Rural
"Hawkins, Tennessee",56402,40335,70.5700814,Mostly Rural
"Haywood, Tennessee",17779,38362,66.5633803,Mostly Urban
"Henderson, Tennessee",27859,42430,73.2827289,Mostly Rural
"Henry, Tennessee",32279,40837,76.3837088,Mostly Rural
"Hickman, Tennessee",24678,41998,62.0283835,Rural
"Houston, Tennessee",8176,43964,67.8219504,Rural
"Humphreys, Tennessee",18318,41510,68.8538933,Mostly Rural
"Jackson, Tennessee",11615,36703,67.642527,Rural
"Jefferson, Tennessee",53247,47264,76.9110999,Mostly Rural
"Johnson, Tennessee",17789,34151,67.1186935,Mostly Rural
"Knox, Tennessee",456185,54437,84.3463271,Mostly Urban
"Lake, Tennessee",7526,34966,65.8647299,Rural
"Lauderdale, Tennessee",26297,37915,73.1289727,Mostly Rural
"Lawrence, Tennessee",42937,41553,70.0700515,Mostly Rural
"Lewis, Tennessee",11956,37139,62.3791509,Mostly Rural
"Lincoln, Tennessee",33711,45736,69.4705192,Mostly Rural
"Loudon, Tennessee",51610,56078,79.9554786,Mostly Urban
"McMinn, Tennessee",52773,41398,73.6378323,Mostly Rural
"McNairy, Tennessee",25903,36055,67.4017162,Mostly Rural
"Macon, Tennessee",23487,36246,68.7676592,Mostly Rural
"Madison, Tennessee",97682,46223,80.5719738,Mostly Urban
"Marion, Tennessee",28417,48024,70.9117596,Mostly Rural
"Marshall, Tennessee",32269,49370,74.7061208,Mostly Rural
"Maury, Tennessee",89776,54249,82.6492315,Mostly Urban
"Meigs, Tennessee",11962,43250,68.1002088,Rural
"Monroe, Tennessee",45876,38327,74.0420482,Mostly Rural
"Montgomery, Tennessee",196387,55972,87.5908567,Mostly Urban
"Moore, Tennessee",6322,52294,68.2936203,Mostly Rural
"Morgan, Tennessee",21596,40166,72.4491153,Mostly Rural
"Obion, Tennessee",30520,39866,74.4003146,Mostly Rural
"Overton, Tennessee",22004,36558,67.7067083,Mostly Rural
"Perry, Tennessee",7912,34634,59.4211637,Rural
"Pickett, Tennessee",5088,41004,76.5103697,Rural
"Polk, Tennessee",16782,41818,70.518602,Rural
"Putnam, Tennessee",76440,40888,78.0038573,Mostly Urban
"Rhea, Tennessee",32628,39451,72.0385675,Mostly Rural
"Roane, Tennessee",52897,50003,75.7191242,Mostly Rural
"Robertson, Tennessee",69344,61774,83.1219474,Mostly Rural
"Rutherford, Tennessee",307128,63846,89.304637,Mostly Urban
"Scott, Tennessee",21954,35453,64.3111571,Mostly Rural
"Sequatchie, Tennessee",14730,51750,75.9051645,Mostly Rural
"Sevier, Tennessee",96287,45943,80.6875085,Mostly Rural
"Shelby, Tennessee",937005,49782,77.3239879,Mostly Urban
"Smith, Tennessee",19458,46404,74.0506329,Mostly Rural
"Stewart, Tennessee",13301,42269,68.7380862,Rural
"Sullivan, Tennessee",156734,43442,79.430547,Mostly Urban
"Sumner, Tennessee",179473,64631,86.3020794,Mostly Urban
"Tipton, Tennessee",61446,60167,79.7373974,Mostly Rural
"Trousdale, Tennessee",9573,52864,67.4197773,Rural
"Unicoi, Tennessee",17780,39851,71.2671187,Mostly Urban
"Union, Tennessee",19293,41352,68.2570867,Rural
"Van Buren, Tennessee",5704,37127,70.3652335,Rural
"Warren, Tennessee",40454,37715,72.7499202,Mostly Rural
"Washington, Tennessee",127055,46752,83.8089867,Mostly Urban
"Wayne, Tennessee",16649,38634,67.31609,Rural
"Weakley, Tennessee",33626,38566,73.1936788,Mostly Rural
"White, Tennessee",26580,40745,72.9876394,Mostly Rural
"Williamson, Tennessee",218648,109026,94.1428647,Mostly Urban
"Wilson, Tennessee",132663,71513,86.9679163,Mostly Urban
"Anderson, Texas",57863,43355,69.5485752,Mostly Rural
"Andrews, Texas",17818,74233,87.3093682,Mostly Urban
"Angelina, Texas",87607,47714,82.9841146,Mostly Urban
"Aransas, Texas",24763,44865,83.471162,Mostly Urban
"Archer, Texas",8789,64476,81.302521,Mostly Rural
"Armstrong, Texas",1916,66563,79.9435028,Rural
"Atascosa, Texas",48828,55265,79.1577306,Mostly Rural
"Austin, Texas",29565,65365,74.3682637,Mostly Rural
"Bailey, Texas",7092,46485,73.2354334,Mostly Urban
"Bandera, Texas",21763,53683,82.5285125,Rural
"Bastrop, Texas",82577,62941,82.8210692,Mostly Rural
"Baylor, Texas",3591,40750,77.4762551,Rural
"Bee, Texas",32691,42032,64.2380227,Mostly Urban
"Bell, Texas",342236,54184,86.7590922,Mostly Urban
"Bexar, Texas",1925865,55456,83.4601169,Mostly Urban
"Blanco, Texas",11279,63071,85.198976,Rural
"Borden, Texas",665,81985,81.6091954,Rural
"Bosque, Texas",18122,50882,76.9328442,Mostly Rural
"Bowie, Texas",93858,47505,72.5593668,Mostly Urban
"Brazoria, Texas",353999,79270,88.2235058,Mostly Urban
"Brazos, Texas",219193,46839,89.2451899,Mostly Urban
"Brewster, Texas",9216,43894,82.8006088,Mostly Urban
"Briscoe, Texas",1546,42647,78.9556962,Rural
"Brooks, Texas",7180,27378,70.0292398,Mostly Urban
"Brown, Texas",37834,45457,74.8501712,Mostly Urban
"Burleson, Texas",17863,56235,71.5279834,Mostly Rural
"Burnet, Texas",45750,59238,78.479435,Mostly Rural
"Caldwell, Texas",41401,52278,71.289225,Mostly Urban
"Calhoun, Texas",21807,55469,79.0504997,Mostly Urban
"Callahan, Texas",13770,44602,68.9227298,Mostly Rural
"Cameron, Texas",421750,37132,65.8042781,Mostly Urban
"Camp, Texas",12813,42604,67.6044331,Mostly Rural
"Carson, Texas",6032,70087,79.5282599,Mostly Rural
"Cass, Texas",30087,45345,66.1124777,Mostly Rural
"Castro, Texas",7787,45000,74.1706161,Mostly Urban
"Chambers, Texas",40292,76850,82.5190332,Mostly Urban
"Cherokee, Texas",51903,46044,73.7179487,Mostly Rural
"Childress, Texas",7226,40794,75.1677852,Mostly Urban
"Clay, Texas",10387,51191,75.0803461,Mostly Rural
"Cochran, Texas",2904,42798,64.7590361,Rural
"Coke, Texas",3275,45551,74.0878169,Rural
"Coleman, Texas",8391,43981,76.1560694,Mostly Rural
"Collin, Texas",944350,94192,93.3315426,Mostly Urban
"Collingsworth, Texas",2996,42750,74.2180095,Rural
"Colorado, Texas",21022,49504,70.5898016,Mostly Rural
"Comal, Texas",135097,75356,89.4832628,Mostly Urban
"Comanche, Texas",13495,47893,68.7262357,Mostly Rural
"Concho, Texas",4233,43355,72.0504009,Rural
"Cooke, Texas",39571,57646,80.6090578,Mostly Rural
"Coryell, Texas",75389,51440,86.2911177,Mostly Urban
"Cottle, Texas",1623,34375,69.2419825,Rural
"Crane, Texas",4839,70398,73.9803094,Mostly Urban
"Crockett, Texas",3633,51152,77.6657061,Mostly Urban
"Crosby, Texas",5861,37899,70.2544031,Rural
"Culberson, Texas",2241,33417,57.4155653,Rural
"Dallam, Texas",7243,51250,75.6239601,Mostly Urban
"Dallas, Texas",2586552,56854,81.5782818,Mostly Urban
"Dawson, Texas",12964,44657,73.438223,Mostly Urban
"Deaf Smith, Texas",18899,51841,77.8139762,Mostly Urban
"Delta, Texas",5215,46138,74.2431762,Rural
"Denton, Texas",807047,83376,92.7403354,Mostly Urban
"DeWitt, Texas",20435,53779,70.2595937,Mostly Urban
"Dickens, Texas",2216,41618,77.672209,Rural
"Dimmit, Texas",10663,27832,59.8670293,Mostly Urban
"Donley, Texas",3387,43224,64.496124,Rural
"Duval, Texas",11355,37382,59.7835375,Mostly Rural
"Eastland, Texas",18270,35325,67.755418,Mostly Rural
"Ector, Texas",158342,60676,84.776918,Mostly Urban
"Edwards, Texas",2055,40313,56.5597668,Rural
"Ellis, Texas",168838,72213,88.6389685,Mostly Urban
"El Paso, Texas",837654,44597,78.6534148,Mostly Urban
"Erath, Texas",41482,48819,81.5485997,Mostly Urban
"Falls, Texas",17299,38032,65.2854688,Mostly Rural
"Fannin, Texas",34175,50761,74.1721854,Mostly Rural
"Fayette, Texas",25066,56297,66.5049079,Mostly Rural
"Fisher, Texas",3883,46827,71.3765919,Rural
"Floyd, Texas",5872,48555,74.5704467,Mostly Rural
"Foard, Texas",1408,46354,76.481149,Rural
"Fort Bend, Texas",739342,95561,93.4634367,Mostly Urban
"Franklin, Texas",10679,52944,82.7377824,Mostly Rural
"Freestone, Texas",19709,48731,70.7356154,Mostly Rural
"Frio, Texas",19394,42476,61.7430796,Mostly Urban
"Gaines, Texas",20321,59032,78.8914067,Mostly Rural
"Galveston, Texas",327089,69369,86.2822094,Mostly Urban
"Garza, Texas",6288,55039,79.1154791,Mostly Urban
"Gillespie, Texas",26208,58325,79.6398246,Mostly Rural
"Glasscock, Texas",1430,75833,79.3981481,Rural
"Goliad, Texas",7531,60492,71.2420739,Rural
"Gonzales, Texas",20667,53006,73.7039091,Mostly Rural
"Gray, Texas",22685,47170,74.8875,Mostly Urban
"Grayson, Texas",128560,54370,79.844444,Mostly Urban
"Gregg, Texas",123494,49287,79.1750857,Mostly Urban
"Grimes, Texas",27630,50298,70.45377,Mostly Rural
"Guadalupe, Texas",155137,70931,86.0093773,Mostly Urban
"Hale, Texas",34113,47080,78.6829356,Mostly Urban
"Hall, Texas",3074,32921,65.2574942,Rural
"Hamilton, Texas",8269,47500,71.1711712,Mostly Rural
"Hansford, Texas",5547,39229,78.9757412,Mostly Urban
"Hardeman, Texas",3952,42238,67.9394338,Rural
"Hardin, Texas",56379,59105,79.9460388,Mostly Rural
"Harris, Texas",4602523,60146,84.2792421,Mostly Urban
"Harrison, Texas",66645,51202,68.3033984,Mostly Rural
"Hartley, Texas",5767,59280,80.9637121,Mostly Rural
"Haskell, Texas",5809,46013,63.8117647,Mostly Urban
"Hays, Texas",204150,65935,88.3692386,Mostly Urban
"Hemphill, Texas",4061,63778,78.3068783,Mostly Urban
"Henderson, Texas",80460,45798,76.3347904,Mostly Rural
"Hidalgo, Texas",849389,38398,69.4621486,Mostly Urban
"Hill, Texas",35399,48823,78.0562299,Mostly Rural
"Hockley, Texas",23162,48116,78.5049081,Mostly Urban
"Hood, Texas",56901,59049,85.9210706,Mostly Urban
"Hopkins, Texas",36240,51877,82.7154047,Mostly Rural
"Houston, Texas",22955,34297,58.6185894,Mostly Rural
"Howard, Texas",36667,51528,76.0964117,Mostly Urban
"Hudspeth, Texas",4098,29318,55.8888889,Rural
"Hunt, Texas",92152,51928,78.5535543,Mostly Rural
"Hutchinson, Texas",21571,50651,81.5463774,Mostly Urban
"Irion, Texas",1524,54706,78.7066246,Rural
"Jack, Texas",8842,51700,70.6012658,Mostly Rural
"Jackson, Texas",14820,60276,72.0832538,Mostly Rural
"Jasper, Texas",35504,46088,67.9488198,Mostly Rural
"Jeff Davis, Texas",2234,53194,79.5238095,Rural
"Jefferson, Texas",255210,48463,70.9197677,Mostly Urban
"Jim Hogg, Texas",5282,32049,52.9239766,Mostly Urban
"Jim Wells, Texas",41192,42005,59.4265123,Mostly Urban
"Johnson, Texas",163475,62066,86.2704446,Mostly Urban
"Jones, Texas",19891,45694,76.1129984,Mostly Rural
"Karnes, Texas",15387,52252,61.3518606,Mostly Urban
"Kaufman, Texas",118910,65390,83.1870249,Mostly Urban
"Kendall, Texas",41982,82390,90.8891871,Mostly Rural
"Kenedy, Texas",595,36125,44.9760766,Rural
"Kent, Texas",749,45926,75.1572327,Rural
"Kerr, Texas",51365,52473,83.7522874,Mostly Urban
"Kimble, Texas",4408,42500,74.8459959,Mostly Urban
"King, Texas",228,65125,86.8131868,Rural
"Kinney, Texas",3675,31468,59.4017094,Mostly Urban
"Kleberg, Texas",31425,42021,79.3714599,Mostly Urban
"Knox, Texas",3733,46146,72.7819549,Rural
"Lamar, Texas",49532,43562,71.2007456,Mostly Urban
"Lamb, Texas",13262,43396,70.0883467,Mostly Rural
"Lampasas, Texas",20640,58194,79.2582063,Mostly Rural
"La Salle, Texas",7409,51792,61.3267148,Mostly Urban
"Lavaca, Texas",19941,53021,75.8896338,Mostly Rural
"Lee, Texas",16952,55000,78.0799476,Mostly Rural
"Leon, Texas",17098,44818,76.3802208,Rural
"Liberty, Texas",81862,49850,77.662863,Mostly Rural
"Limestone, Texas",23515,42680,69.1394296,Mostly Rural
"Lipscomb, Texas",3469,57372,83.5191083,Rural
"Live Oak, Texas",12123,55766,61.6326531,Rural
"Llano, Texas",20640,52178,79.7903663,Mostly Urban
"Loving, Texas",102,81875,72.7272727,Rural
"Lubbock, Texas",301454,50473,83.1118242,Mostly Urban
"Lynn, Texas",5808,43524,74.5428973,Mostly Rural
"McCulloch, Texas",8098,45329,78.1259601,Mostly Urban
"McLennan, Texas",248429,48199,80.6197632,Mostly Urban
"McMullen, Texas",662,68750,70.4035874,Rural
"Madison, Texas",14128,49428,71.6496072,Mostly Rural
"Marion, Texas",10083,37283,62.0318457,Rural
"Martin, Texas",5614,69722,72.3247232,Rural
"Mason, Texas",4161,40708,68.5662867,Rural
"Matagorda, Texas",36743,45500,65.5910824,Mostly Urban
"Maverick, Texas",57970,38035,59.3119519,Mostly Urban
"Medina, Texas",49334,61059,76.4188752,Mostly Rural
"Menard, Texas",2123,40606,63.5080645,Rural
"Midland, Texas",164194,78888,86.6470168,Mostly Urban
"Milam, Texas",24664,47081,68.6493977,Mostly Rural
"Mills, Texas",4902,41827,73.2,Rural
"Mitchell, Texas",8558,49670,72.3064318,Mostly Urban
"Montague, Texas",19409,51774,72.6954346,Mostly Rural
"Montgomery, Texas",554445,77416,90.3834086,Mostly Urban
"Moore, Texas",21801,51527,81.1651072,Mostly Urban
"Morris, Texas",12424,42961,78.070523,Mostly Rural
"Motley, Texas",1156,43750,73.5483871,Rural
"Nacogdoches, Texas",65558,43598,80.2376171,Mostly Urban
"Navarro, Texas",48583,47920,77.1799736,Mostly Rural
"Newton, Texas",14057,40950,69.264765,Rural
